NO,NAMA_PENGGUNA,COMMENT,SENTIMEN,komen case folding,komen tokenized,komen normalized,komen stemming,komen bersih
679,@user-tm5nn4wd7u,Jefri kalo agak tenang sedikit..El bisa njengkang itu KO..sayang jefri nafsu,Negatif,jefri kalo agak tenang sedikit..el bisa njengkang itu ko..sayang jefri nafsu,"['jefri', 'kalo', 'agak', 'tenang', 'sedikit', '..', 'el', 'bisa', 'njengkang', 'itu', 'ko', '..', 'sayang', 'jefri', 'nafsu']","['jefri', 'kalo', 'tenang', 'el', 'njengkang', 'ko', 'sayang', 'jefri', 'nafsu']","['jefri', 'kalo', 'tenang', 'el', 'njengkang', 'ko', 'sayang', 'jefri', 'nafsu']",jefri kalo tenang el njengkang ko sayang jefri nafsu
680,@aguskusbiantoro9417,Petinju blimbing sayur,Negatif,petinju blimbing sayur,"['petinju', 'blimbing', 'sayur']","['petinju', 'blimbing', 'sayur']","['tinju', 'blimbing', 'sayur']",tinju blimbing sayur
682,@hakimnur-ur2um,"kalo suruh berantem tangan kosong mah, el rumi ga ada apa2nya",Negatif,"kalo suruh berantem tangan kosong mah, el rumi ga ada apa2nya","['kalo', 'suruh', 'berantem', 'tangan', 'kosong', 'mah', ',', 'el', 'rumi', 'ga', 'ada', 'apa2nya']","['kalo', 'suruh', 'berantem', 'tangan', 'kosong', 'mah', 'el', 'rumi', 'ga']","['kalo', 'suruh', 'antem', 'tangan', 'kosong', 'mah', 'el', 'rumi', 'ga']",kalo suruh antem tangan kosong mah el rumi ga
683,@atharrazkaakbar5547,El rumi pake orang dalem pler cacat gua sebagai fans nya jefri kga trima tai 😡🥵,Negatif,el rumi pake orang dalem pler cacat gua sebagai fans nya jefri kga trima tai 😡🥵,"['el', 'rumi', 'pake', 'orang', 'dalem', 'pler', 'cacat', 'gua', 'sebagai', 'fans', 'nya', 'jefri', 'kga', 'trima', 'tai', '😡🥵']","['el', 'rumi', 'pake', 'orang', 'dalem', 'pler', 'cacat', 'gua', 'fans', 'nya', 'jefri', 'kga', 'trima', 'tai']","['el', 'rumi', 'pake', 'orang', 'dalem', 'pler', 'cacat', 'gua', 'fans', 'nya', 'jefri', 'kga', 'trima', 'tai']",el rumi pake orang dalem pler cacat gua fans nya jefri kga trima tai
684,@Dargombez0,Yg bilang el ronde 1 kalah fix pecinta netflix ngomentarin tinju..justru ronde 1 el banyak curi poin,Negatif,yg bilang el ronde 1 kalah fix pecinta netflix ngomentarin tinju..justru ronde 1 el banyak curi poin,"['yg', 'bilang', 'el', 'ronde', '1', 'kalah', 'fix', 'pecinta', 'netflix', 'ngomentarin', 'tinju', '..', 'justru', 'ronde', '1', 'el', 'banyak', 'curi', 'poin']","['yg', 'bilang', 'el', 'ronde', 'kalah', 'fix', 'pecinta', 'netflix', 'ngomentarin', 'tinju', 'ronde', 'el', 'curi', 'poin']","['yg', 'bilang', 'el', 'ronde', 'kalah', 'fix', 'cinta', 'netflix', 'ngomentarin', 'tinju', 'ronde', 'el', 'curi', 'poin']",yg bilang el ronde kalah fix cinta netflix ngomentarin tinju ronde el curi poin
685,@baimibrahim7012,",😂😂😂 jls jls jefry yg mendominasi,mlh yg mennag ono ,,lawak juga ya juri nya",Negatif,",😂😂😂 jls jls jefry yg mendominasi,mlh yg mennag ono ,,lawak juga ya juri nya","[',', '😂😂😂', 'jls', 'jls', 'jefry', 'yg', 'mendominasi', ',', 'mlh', 'yg', 'mennag', 'ono', ',', ',lawak', 'juga', 'ya', 'juri', 'nya']","['jls', 'jls', 'jefry', 'yg', 'mendominasi', 'mlh', 'yg', 'mennag', 'ono', 'ya', 'juri', 'nya']","['jls', 'jls', 'jefry', 'yg', 'dominasi', 'mlh', 'yg', 'mennag', 'ono', 'ya', 'juri', 'nya']",jls jls jefry yg dominasi mlh yg mennag ono ya juri nya
686,@muhammadrival3106,"Huu yg merah ma maen BP BP an aja gosa guntell ,munduran terusss",Negatif,"huu yg merah ma maen bp bp an aja gosa guntell ,munduran terusss","['huu', 'yg', 'merah', 'ma', 'maen', 'bp', 'bp', 'an', 'aja', 'gosa', 'guntell', ',', 'munduran', 'terusss']","['huu', 'yg', 'merah', 'ma', 'maen', 'bp', 'bp', 'an', 'aja', 'gosa', 'guntell', 'munduran', 'terusss']","['huu', 'yg', 'merah', 'ma', 'maen', 'bp', 'bp', 'an', 'aja', 'gosa', 'guntell', 'mundur', 'terusss']",huu yg merah ma maen bp bp an aja gosa guntell mundur terusss
687,@joelchristiansiregar4493,Padahal jelws banget jef mennag telak wkwkw,Negatif,padahal jelws banget jef mennag telak wkwkw,"['padahal', 'jelws', 'banget', 'jef', 'mennag', 'telak', 'wkwkw']","['jelws', 'banget', 'jef', 'mennag', 'telak', 'wkwkw']","['jelws', 'banget', 'jef', 'mennag', 'telak', 'wkwkw']",jelws banget jef mennag telak wkwkw
688,@LunaLuna-uu3hr,Coba JN Fight Sama El Rumi Baku Pukul Selayak Nya Cowok Beradu Otot Pasti Menang JN,Positif,coba jn fight sama el rumi baku pukul selayak nya cowok beradu otot pasti menang jn,"['coba', 'jn', 'fight', 'sama', 'el', 'rumi', 'baku', 'pukul', 'selayak', 'nya', 'cowok', 'beradu', 'otot', 'pasti', 'menang', 'jn']","['coba', 'jn', 'fight', 'el', 'rumi', 'baku', 'selayak', 'nya', 'cowok', 'beradu', 'otot', 'menang', 'jn']","['coba', 'jn', 'fight', 'el', 'rumi', 'baku', 'layak', 'nya', 'cowok', 'adu', 'otot', 'menang', 'jn']",coba jn fight el rumi baku layak nya cowok adu otot menang jn
689,@LunaLuna-uu3hr,BUAT PERTANDINGAN SYAPA YG LEBIH GANTENG JN OR ER SO PASTI LEBIH GANTENG JN LAH,Positif,buat pertandingan syapa yg lebih ganteng jn or er so pasti lebih ganteng jn lah,"['buat', 'pertandingan', 'syapa', 'yg', 'lebih', 'ganteng', 'jn', 'or', 'er', 'so', 'pasti', 'lebih', 'ganteng', 'jn', 'lah']","['pertandingan', 'syapa', 'yg', 'ganteng', 'jn', 'or', 'er', 'so', 'ganteng', 'jn']","['tanding', 'syapa', 'yg', 'ganteng', 'jn', 'or', 'er', 'so', 'ganteng', 'jn']",tanding syapa yg ganteng jn or er so ganteng jn
690,@fantasticwhite2739,mungkin jfr pgn bikin el k.o di ronde 1 biar keliatan keren gagah.. minya dia all in di ronde 1-2 tpi kenyataannya el gk mudah k.o dan malah jefri yg kehabisan tenaga,Negatif,mungkin jfr pgn bikin el k.o di ronde 1 biar keliatan keren gagah.. minya dia all in di ronde 1-2 tpi kenyataannya el gk mudah k.o dan malah jefri yg kehabisan tenaga,"['mungkin', 'jfr', 'pgn', 'bikin', 'el', 'k.o', 'di', 'ronde', '1', 'biar', 'keliatan', 'keren', 'gagah', '..', 'minya', 'dia', 'all', 'in', 'di', 'ronde', '1-2', 'tpi', 'kenyataannya', 'el', 'gk', 'mudah', 'k.o', 'dan', 'malah', 'jefri', 'yg', 'kehabisan', 'tenaga']","['jfr', 'pgn', 'bikin', 'el', 'ronde', 'biar', 'keliatan', 'keren', 'gagah', 'minya', 'all', 'in', 'ronde', 'tpi', 'kenyataannya', 'el', 'gk', 'mudah', 'jefri', 'yg', 'kehabisan', 'tenaga']","['jfr', 'pgn', 'bikin', 'el', 'ronde', 'biar', 'liat', 'keren', 'gagah', 'mi', 'all', 'in', 'ronde', 'tpi', 'nyata', 'el', 'gk', 'mudah', 'jefri', 'yg', 'habis', 'tenaga']",jfr pgn bikin el ronde biar liat keren gagah mi all in ronde tpi nyata el gk mudah jefri yg habis tenaga
691,@user-sb9xp6he7q,Darii sini kita paham bahwa yang ganteng aja kalah sama yang berduitt,Negatif,darii sini kita paham bahwa yang ganteng aja kalah sama yang berduitt,"['darii', 'sini', 'kita', 'paham', 'bahwa', 'yang', 'ganteng', 'aja', 'kalah', 'sama', 'yang', 'berduitt']","['darii', 'paham', 'ganteng', 'aja', 'kalah', 'berduitt']","['dari', 'paham', 'ganteng', 'aja', 'kalah', 'berduitt']",dari paham ganteng aja kalah berduitt
692,@bintangbintang2254,Ko heran el main kya gtu bsa mnang 🤣🤣🤣🤣🤣🤣,Positif,ko heran el main kya gtu bsa mnang 🤣🤣🤣🤣🤣🤣,"['ko', 'heran', 'el', 'main', 'kya', 'gtu', 'bsa', 'mnang', '🤣🤣🤣🤣🤣🤣']","['ko', 'heran', 'el', 'main', 'kya', 'gtu', 'bsa', 'mnang']","['ko', 'heran', 'el', 'main', 'kya', 'gtu', 'bsa', 'mnang']",ko heran el main kya gtu bsa mnang
693,@valk200,Baru kebayang para pro- fighter pasti capek buanget main banyak ronde,Positif,baru kebayang para pro- fighter pasti capek buanget main banyak ronde,"['baru', 'kebayang', 'para', 'pro-', 'fighter', 'pasti', 'capek', 'buanget', 'main', 'banyak', 'ronde']","['kebayang', 'fighter', 'capek', 'buanget', 'main', 'ronde']","['bayang', 'fighter', 'capek', 'buanget', 'main', 'ronde']",bayang fighter capek buanget main ronde
694,@worldnews2660,Jefri banyak miss nya buang2 tenaga,Negatif,jefri banyak miss nya buang2 tenaga,"['jefri', 'banyak', 'miss', 'nya', 'buang2', 'tenaga']","['jefri', 'miss', 'nya', 'tenaga']","['jefri', 'miss', 'nya', 'tenaga']",jefri miss nya tenaga
696,@user-wn3ee5qk2i,Pantes menang Al maen nya sama kkj 😂😂👍,Positif,pantes menang al maen nya sama kkj 😂😂👍,"['pantes', 'menang', 'al', 'maen', 'nya', 'sama', 'kkj', '😂😂👍']","['pantes', 'menang', 'al', 'maen', 'nya', 'kkj']","['pantes', 'menang', 'al', 'maen', 'nya', 'kkj']",pantes menang al maen nya kkj
697,@gempuranayang9502,"Di ring pemenangnya el, di medis el bonyok:v,",Negatif,"di ring pemenangnya el, di medis el bonyok:v,","['di', 'ring', 'pemenangnya', 'el', ',', 'di', 'medis', 'el', 'bonyok', ':', 'v', ',']","['ring', 'pemenangnya', 'el', 'medis', 'el', 'bonyok', 'v']","['ring', 'menang', 'el', 'medis', 'el', 'bonyok', 'v']",ring menang el medis el bonyok v
698,@user-cp1hk2if6o,Pukulan yang keras pukulan jeprii,Positif,pukulan yang keras pukulan jeprii,"['pukulan', 'yang', 'keras', 'pukulan', 'jeprii']","['pukulan', 'keras', 'pukulan', 'jeprii']","['pukul', 'keras', 'pukul', 'jeprii']",pukul keras pukul jeprii
699,@chaPo12733,Biasalah maen belakang,Negatif,biasalah maen belakang,"['biasalah', 'maen', 'belakang']","['biasalah', 'maen']","['biasa', 'maen']",biasa maen
702,@bgsone3383,"Ronde 4 jefri nichole meman kalah poin, tapi kalau mau di hitung secara keseluruhan mulai dari ronde awal sampai akhir, jelas jefri nichole lebih unggul poin. Wasit Indonesia memang agak lain.",Negatif,"ronde 4 jefri nichole meman kalah poin, tapi kalau mau di hitung secara keseluruhan mulai dari ronde awal sampai akhir, jelas jefri nichole lebih unggul poin. wasit indonesia memang agak lain.","['ronde', '4', 'jefri', 'nichole', 'meman', 'kalah', 'poin', ',', 'tapi', 'kalau', 'mau', 'di', 'hitung', 'secara', 'keseluruhan', 'mulai', 'dari', 'ronde', 'awal', 'sampai', 'akhir', ',', 'jelas', 'jefri', 'nichole', 'lebih', 'unggul', 'poin', '.', 'wasit', 'indonesia', 'memang', 'agak', 'lain', '.']","['ronde', 'jefri', 'nichole', 'meman', 'kalah', 'poin', 'hitung', 'ronde', 'jefri', 'nichole', 'unggul', 'poin', 'wasit', 'indonesia']","['ronde', 'jefri', 'nichole', 'mem', 'kalah', 'poin', 'hitung', 'ronde', 'jefri', 'nichole', 'unggul', 'poin', 'wasit', 'indonesia']",ronde jefri nichole mem kalah poin hitung ronde jefri nichole unggul poin wasit indonesia
703,@alatberat237,Klo menang berdasarkan penilaian penonton ya buat apa pake juri 🤦,Negatif,klo menang berdasarkan penilaian penonton ya buat apa pake juri 🤦,"['klo', 'menang', 'berdasarkan', 'penilaian', 'penonton', 'ya', 'buat', 'apa', 'pake', 'juri', '🤦']","['klo', 'menang', 'berdasarkan', 'penilaian', 'penonton', 'ya', 'pake', 'juri']","['klo', 'menang', 'dasar', 'nilai', 'tonton', 'ya', 'pake', 'juri']",klo menang dasar nilai tonton ya pake juri
705,@lindapuspitasari2268,Jefri nicol terzolimi yaqin,Negatif,jefri nicol terzolimi yaqin,"['jefri', 'nicol', 'terzolimi', 'yaqin']","['jefri', 'nicol', 'terzolimi', 'yaqin']","['jefri', 'nicol', 'terzolimi', 'yaqin']",jefri nicol terzolimi yaqin
706,@user-st9nk9uo4p,Klo liat tamdingnya klo saya harusnya jefri yg menang,Negatif,klo liat tamdingnya klo saya harusnya jefri yg menang,"['klo', 'liat', 'tamdingnya', 'klo', 'saya', 'harusnya', 'jefri', 'yg', 'menang']","['klo', 'liat', 'tamdingnya', 'klo', 'jefri', 'yg', 'menang']","['klo', 'liat', 'tamdingnya', 'klo', 'jefri', 'yg', 'menang']",klo liat tamdingnya klo jefri yg menang
707,@user-hc3vr9px1h,"Pertandingan tinju lawak😂😂,",Negatif,"pertandingan tinju lawak😂😂,","['pertandingan', 'tinju', 'lawak😂😂', ',']","['pertandingan', 'tinju']","['tanding', 'tinju']",tanding tinju
708,@bhaktysatria1401,GK jelas siapa yg banyak kennak pukul siapa yg menang,Negatif,gk jelas siapa yg banyak kennak pukul siapa yg menang,"['gk', 'jelas', 'siapa', 'yg', 'banyak', 'kennak', 'pukul', 'siapa', 'yg', 'menang']","['gk', 'yg', 'kennak', 'yg', 'menang']","['gk', 'yg', 'kennak', 'yg', 'menang']",gk yg kennak yg menang
709,@jerryfirdausy7621,"Lebih seru sblm tanding, saat saling liat2an & ledek2an...hahaha",Positif,"lebih seru sblm tanding, saat saling liat2an & ledek2an...hahaha","['lebih', 'seru', 'sblm', 'tanding', ',', 'saat', 'saling', 'liat2an', '&', 'ledek2an', '...', 'hahaha']","['seru', 'sblm', 'tanding', 'hahaha']","['seru', 'sblm', 'tanding', 'hahaha']",seru sblm tanding hahaha
710,@ArikRenaldi,juri nya agak mata uang,Negatif,juri nya agak mata uang,"['juri', 'nya', 'agak', 'mata', 'uang']","['juri', 'nya', 'mata', 'uang']","['juri', 'nya', 'mata', 'uang']",juri nya mata uang
711,@ArikRenaldi,"sangat terlihat jelas pukulan jefri benar2 poin , sampai2 el rumy malah ken mental",Positif,"sangat terlihat jelas pukulan jefri benar2 poin , sampai2 el rumy malah ken mental","['sangat', 'terlihat', 'jelas', 'pukulan', 'jefri', 'benar2', 'poin', ',', 'sampai2', 'el', 'rumy', 'malah', 'ken', 'mental']","['pukulan', 'jefri', 'poin', 'el', 'rumy', 'ken', 'mental']","['pukul', 'jefri', 'poin', 'el', 'rumy', 'ken', 'mental']",pukul jefri poin el rumy ken mental
712,@ArikRenaldi,"juri jujur dong jangan pilih2, pecat itu juri",Negatif,"juri jujur dong jangan pilih2, pecat itu juri","['juri', 'jujur', 'dong', 'jangan', 'pilih2', ',', 'pecat', 'itu', 'juri']","['juri', 'jujur', 'pecat', 'juri']","['juri', 'jujur', 'pecat', 'juri']",juri jujur pecat juri
713,@ArikRenaldi,jefri krenn cuman nafas nya klah ndk bisa di kontrol,Negatif,jefri krenn cuman nafas nya klah ndk bisa di kontrol,"['jefri', 'krenn', 'cuman', 'nafas', 'nya', 'klah', 'ndk', 'bisa', 'di', 'kontrol']","['jefri', 'krenn', 'cuman', 'nafas', 'nya', 'klah', 'ndk', 'kontrol']","['jefri', 'krenn', 'cuman', 'nafas', 'nya', 'klah', 'ndk', 'kontrol']",jefri krenn cuman nafas nya klah ndk kontrol
715,@kusumaloster7002,"TANDING ULANG , JANGAN PAKAI PELINDUNG KEPALA, KALAU MASIH PAKAI PELINDUNG KEPALA MASIH BLUM GENTLEMAN ALIAS MASIH BANCI JADI COWOK.",Negatif,"tanding ulang , jangan pakai pelindung kepala, kalau masih pakai pelindung kepala masih blum gentleman alias masih banci jadi cowok.","['tanding', 'ulang', ',', 'jangan', 'pakai', 'pelindung', 'kepala', ',', 'kalau', 'masih', 'pakai', 'pelindung', 'kepala', 'masih', 'blum', 'gentleman', 'alias', 'masih', 'banci', 'jadi', 'cowok', '.']","['tanding', 'ulang', 'pakai', 'pelindung', 'kepala', 'pakai', 'pelindung', 'kepala', 'blum', 'gentleman', 'alias', 'banci', 'cowok']","['tanding', 'ulang', 'pakai', 'lindung', 'kepala', 'pakai', 'lindung', 'kepala', 'blum', 'gentleman', 'alias', 'banci', 'cowok']",tanding ulang pakai lindung kepala pakai lindung kepala blum gentleman alias banci cowok
716,@user-qd1fy8bw5q,Lawak cih,Positif,lawak cih,"['lawak', 'cih']","['lawak', 'cih']","['lawak', 'cih']",lawak cih
717,@renoahmad,"tarung di ring bukan tarung jalanan,yg di nilai dari point ,bukan berdarah patah hidung atau patah gigi",Negatif,"tarung di ring bukan tarung jalanan,yg di nilai dari point ,bukan berdarah patah hidung atau patah gigi","['tarung', 'di', 'ring', 'bukan', 'tarung', 'jalanan', ',', 'yg', 'di', 'nilai', 'dari', 'point', ',', 'bukan', 'berdarah', 'patah', 'hidung', 'atau', 'patah', 'gigi']","['tarung', 'ring', 'tarung', 'jalanan', 'yg', 'nilai', 'point', 'berdarah', 'patah', 'hidung', 'patah', 'gigi']","['tarung', 'ring', 'tarung', 'jalan', 'yg', 'nilai', 'point', 'darah', 'patah', 'hidung', 'patah', 'gigi']",tarung ring tarung jalan yg nilai point darah patah hidung patah gigi
718,@ZorexftKurohige-wm7kj,"gak seru njir gak ada darah""nya mending langsung pake samurai aja satu sama lain biar seru dan keren",Negatif,"gak seru njir gak ada darah""nya mending langsung pake samurai aja satu sama lain biar seru dan keren","['gak', 'seru', 'njir', 'gak', 'ada', 'darah', ""''"", 'nya', 'mending', 'langsung', 'pake', 'samurai', 'aja', 'satu', 'sama', 'lain', 'biar', 'seru', 'dan', 'keren']","['gak', 'seru', 'njir', 'gak', 'darah', 'nya', 'mending', 'langsung', 'pake', 'samurai', 'aja', 'biar', 'seru', 'keren']","['gak', 'seru', 'njir', 'gak', 'darah', 'nya', 'mending', 'langsung', 'pake', 'samurai', 'aja', 'biar', 'seru', 'keren']",gak seru njir gak darah nya mending langsung pake samurai aja biar seru keren
719,@ilmu123BongkarMotor,"Yg gak ngerti Tinju enggak usah komen, Dah jelas-jelas pukulan El Rumi masuk ke arah wajah depan Jefri tapi masih aja ada yg ngebela, kalah mah kalah aja, Enggak sah ngotot & sok keras gitu doang...Mukul kok enggak kena-kena malah mukul angin & melakukan dorongan 😁",Negatif,"yg gak ngerti tinju enggak usah komen, dah jelas-jelas pukulan el rumi masuk ke arah wajah depan jefri tapi masih aja ada yg ngebela, kalah mah kalah aja, enggak sah ngotot & sok keras gitu doang...mukul kok enggak kena-kena malah mukul angin & melakukan dorongan 😁","['yg', 'gak', 'ngerti', 'tinju', 'enggak', 'usah', 'komen', ',', 'dah', 'jelas-jelas', 'pukulan', 'el', 'rumi', 'masuk', 'ke', 'arah', 'wajah', 'depan', 'jefri', 'tapi', 'masih', 'aja', 'ada', 'yg', 'ngebela', ',', 'kalah', 'mah', 'kalah', 'aja', ',', 'enggak', 'sah', 'ngotot', '&', 'sok', 'keras', 'gitu', 'doang', '...', 'mukul', 'kok', 'enggak', 'kena-kena', 'malah', 'mukul', 'angin', '&', 'melakukan', 'dorongan', '😁']","['yg', 'gak', 'ngerti', 'tinju', 'komen', 'dah', 'pukulan', 'el', 'rumi', 'masuk', 'arah', 'wajah', 'jefri', 'aja', 'yg', 'ngebela', 'kalah', 'mah', 'kalah', 'aja', 'sah', 'ngotot', 'sok', 'keras', 'gitu', 'doang', 'mukul', 'mukul', 'angin', 'dorongan']","['yg', 'gak', 'ngerti', 'tinju', 'komen', 'dah', 'pukul', 'el', 'rumi', 'masuk', 'arah', 'wajah', 'jefri', 'aja', 'yg', 'ngebela', 'kalah', 'mah', 'kalah', 'aja', 'sah', 'ngotot', 'sok', 'keras', 'gitu', 'doang', 'mukul', 'mukul', 'angin', 'dorong']",yg gak ngerti tinju komen dah pukul el rumi masuk arah wajah jefri aja yg ngebela kalah mah kalah aja sah ngotot sok keras gitu doang mukul mukul angin dorong
720,@tuanmuda8745,Wasit nyetir fajero ud,Negatif,wasit nyetir fajero ud,"['wasit', 'nyetir', 'fajero', 'ud']","['wasit', 'nyetir', 'fajero', 'ud']","['wasit', 'nyetir', 'fajero', 'ud']",wasit nyetir fajero ud
721,@RirisAnriani,Mau heran tp wasit indo... 😅,Negatif,mau heran tp wasit indo... 😅,"['mau', 'heran', 'tp', 'wasit', 'indo', '...', '😅']","['heran', 'tp', 'wasit', 'indo']","['heran', 'tp', 'wasit', 'indo']",heran tp wasit indo
723,@AntonAnton-zb1xe,"Anak TK saja pasti tau siapa pemenangnya.. 
😂😂
Lucu yah.. 

#jefri nichol is the best😊",Positif,"anak tk saja pasti tau siapa pemenangnya.. 
😂😂
lucu yah.. 

#jefri nichol is the best😊","['anak', 'tk', 'saja', 'pasti', 'tau', 'siapa', 'pemenangnya', '..', '😂😂', 'lucu', 'yah', '..', '#', 'jefri', 'nichol', 'is', 'the', 'best😊']","['anak', 'tk', 'tau', 'pemenangnya', 'lucu', 'yah', 'jefri', 'nichol', 'is', 'the']","['anak', 'tk', 'tau', 'menang', 'lucu', 'yah', 'jefri', 'nichol', 'is', 'the']",anak tk tau menang lucu yah jefri nichol is the
725,@davidmaestro12,Dbayar brp sit??,Negatif,dbayar brp sit??,"['dbayar', 'brp', 'sit', '?', '?']","['dbayar', 'brp', 'sit']","['dbayar', 'brp', 'sit']",dbayar brp sit
726,@acp2355,Mukul gk kena itu di tinju ngaruh loh ke stamina,Positif,mukul gk kena itu di tinju ngaruh loh ke stamina,"['mukul', 'gk', 'kena', 'itu', 'di', 'tinju', 'ngaruh', 'loh', 'ke', 'stamina']","['mukul', 'gk', 'kena', 'tinju', 'ngaruh', 'loh', 'stamina']","['mukul', 'gk', 'kena', 'tinju', 'ngaruh', 'loh', 'stamina']",mukul gk kena tinju ngaruh loh stamina
727,@asrulpawitraoficial7333,Nggak adil tu sit,Negatif,nggak adil tu sit,"['nggak', 'adil', 'tu', 'sit']","['nggak', 'adil', 'tu', 'sit']","['nggak', 'adil', 'tu', 'sit']",nggak adil tu sit
728,@alexdracul666,"pukulan el banyak masuk, meski tdk keras, tapi dpt point, sedangkan pukulan jef nikol keras tapi kurang yg masuk",Positif,"pukulan el banyak masuk, meski tdk keras, tapi dpt point, sedangkan pukulan jef nikol keras tapi kurang yg masuk","['pukulan', 'el', 'banyak', 'masuk', ',', 'meski', 'tdk', 'keras', ',', 'tapi', 'dpt', 'point', ',', 'sedangkan', 'pukulan', 'jef', 'nikol', 'keras', 'tapi', 'kurang', 'yg', 'masuk']","['pukulan', 'el', 'masuk', 'tdk', 'keras', 'dpt', 'point', 'pukulan', 'jef', 'nikol', 'keras', 'yg', 'masuk']","['pukul', 'el', 'masuk', 'tdk', 'keras', 'dpt', 'point', 'pukul', 'jef', 'nikol', 'keras', 'yg', 'masuk']",pukul el masuk tdk keras dpt point pukul jef nikol keras yg masuk
729,@miebalap1966,"Saya pribadi Jefri nikol pemenangnya,, ya mau gimana lagi anak dari Ahmad Dhani 😮",Negatif,"saya pribadi jefri nikol pemenangnya,, ya mau gimana lagi anak dari ahmad dhani 😮","['saya', 'pribadi', 'jefri', 'nikol', 'pemenangnya', ',', ',', 'ya', 'mau', 'gimana', 'lagi', 'anak', 'dari', 'ahmad', 'dhani', '😮']","['pribadi', 'jefri', 'nikol', 'pemenangnya', 'ya', 'gimana', 'anak', 'ahmad', 'dhani']","['pribadi', 'jefri', 'nikol', 'menang', 'ya', 'gimana', 'anak', 'ahmad', 'dhani']",pribadi jefri nikol menang ya gimana anak ahmad dhani
730,@bonarhasugian4341,Wkwkwkw emng gak salah anda punya uang anda punya kuasa🤣,Negatif,wkwkwkw emng gak salah anda punya uang anda punya kuasa🤣,"['wkwkwkw', 'emng', 'gak', 'salah', 'anda', 'punya', 'uang', 'anda', 'punya', 'kuasa🤣']","['wkwkwkw', 'emng', 'gak', 'salah', 'uang']","['wkwkwkw', 'emng', 'gak', 'salah', 'uang']",wkwkwkw emng gak salah uang
731,@omkicao3993,"Kurang mantap klo hitungn anka syang jerfy trlalu napsu ,,, tnding ulang aj klo yg nglmporok di kanfas 😊😊😊 KO",Negatif,"kurang mantap klo hitungn anka syang jerfy trlalu napsu ,,, tnding ulang aj klo yg nglmporok di kanfas 😊😊😊 ko","['kurang', 'mantap', 'klo', 'hitungn', 'anka', 'syang', 'jerfy', 'trlalu', 'napsu', ',', ',', ',', 'tnding', 'ulang', 'aj', 'klo', 'yg', 'nglmporok', 'di', 'kanfas', '😊😊😊', 'ko']","['mantap', 'klo', 'hitungn', 'anka', 'syang', 'jerfy', 'trlalu', 'napsu', 'tnding', 'ulang', 'aj', 'klo', 'yg', 'nglmporok', 'kanfas', 'ko']","['mantap', 'klo', 'hitungn', 'anka', 'syang', 'jerfy', 'trlalu', 'napsu', 'tnding', 'ulang', 'aj', 'klo', 'yg', 'nglmporok', 'kanfas', 'ko']",mantap klo hitungn anka syang jerfy trlalu napsu tnding ulang aj klo yg nglmporok kanfas ko
